-75, -77, -75, -72, -79, -74, -75, -69
-74, -72, -72, -82, -69, -77, -76, -74
-71, -74, -70, -73, -68, -74, -78, -73
-74, -66, -68, -73, -78, -72, -70, -68
-78, -80, -75, -76, -78, -77, -72, -69
-82, -78, -72, -74, -77, -72, -74, -74
