-78, -76, -75, -82, -81, -79, -81, -80
-75, -79, -75, -84, -80, -75, -74, -75
-79, -73, -72, -82, -83, -83, -79, -85
-77, -76, -77, -82, -76, -81, -80, -82
-76, -79, -82, -81, -79, -74, -81, -81
-75, -70, -74, -78, -74, -78, -83, -85
