-43, -43, -46, -36, -40, -49, -38, -44
-39, -42, -35, -40, -37, -36, -37, -37
-40, -46, -39, -33, -35, -35, -37, -39
-45, -48, -40, -39, -38, -30, -39, -37
-48, -47, -42, -36, -34, -35, -40, -44
-49, -44, -40, -50, -37, -33, -45, -38
