-53,-64,-57,-53,-52,-47,-46,-50
-53,-49,-53,-56,-48,-44,-49,-53
-47,-48,-51,-55,-47,-46,-44,-46
-48,-51,-56,-53,-46,-50,-49,-47
-49,-51,-45,-42,-45,-47,-53,-48
-44,-49,-53,-51,-54,-45,-44,-47
