-75,-73,-79,-78,-76,-75,-77,-78
-73,-75,-75,-74,-76,-71,-79,-78
-72,-79,-74,-78,-73,-76,-77,-78
-74,-71,-75,-75,-76,-78,-75,-77
-76,-75,-76,-76,-74,-76,-78,-75
-75,-75,-73,-76,-77,-75,-74,-77
