-72,-76,-76,-78,-77,-75,-70,-75
-67,-75,-73,-70,-72,-73,-73,-74
-72,-76,-76,-75,-77,-71,-73,-74
-73,-72,-72,-72,-77,-73,-75,-77
-77,-73,-75,-75,-72,-70,-70,-72
-73,-73,-75,-78,-74,-74,-70,-72
